967,185,25,0,177,0,0,23,0
1213,245,33,0,236,0,0,31,0
854094,147230,2110,0,147221,0,0,2105,0
876631,150726,2163,0,150717,0,0,2159,0
891230,152324,2179,0,152315,0,0,2174,0
913767,155820,2229,0,155811,0,0,2225,0
928366,157418,2238,0,157409,0,0,2233,0
950903,160914,2289,0,160905,0,0,2284,0
965502,162512,2296,0,162503,0,0,2291,0
988039,166008,2342,0,165999,0,0,2337,0
1002638,167606,2349,0,167597,0,0,2344,0
1025175,171102,2390,0,171093,0,0,2385,0
1039774,172700,2396,0,172691,0,0,2391,0
1062311,176196,2439,0,176187,0,0,2435,0
1076910,177794,2446,0,177785,0,0,2441,0
1099447,181290,2491,0,181281,0,0,2486,0
1114046,182888,2497,0,182879,0,0,2492,0
1136583,186384,2539,0,186375,0,0,2535,0
1151182,187982,2546,0,187973,0,0,2541,0
1173719,191478,2586,0,191469,0,0,2582,0
1188318,193076,2593,0,193067,0,0,2588,0
1210855,196572,2633,0,196563,0,0,2629,0
1225454,198170,2640,0,198161,0,0,2635,0
1247991,201666,2681,0,201657,0,0,2677,0
1262590,203264,2688,0,203255,0,0,2684,0
1285127,206760,2735,0,206751,0,0,2730,0
1299726,208358,2741,0,208349,0,0,2736,0
1322263,211854,2781,0,211845,0,0,2776,0
1336862,213452,2787,0,213443,0,0,2782,0
1359399,216948,2830,0,216939,0,0,2826,0
1373998,218546,2837,0,218537,0,0,2832,0
1396535,222042,2883,0,222033,0,0,2879,0
1411134,223640,2890,0,223631,0,0,2885,0
1433671,227136,2934,0,227127,0,0,2929,0
1448270,228734,2940,0,228725,0,0,2935,0
1470807,232230,2981,0,232221,0,0,2976,0
1485406,233828,2987,0,233819,0,0,2982,0
1507943,237324,3029,0,237315,0,0,3025,0
1522542,238922,3036,0,238913,0,0,3031,0
1545079,242418,3077,0,242409,0,0,3073,0
1559678,244016,3084,0,244007,0,0,3079,0
1582215,247512,3128,0,247503,0,0,3123,0
1596814,249110,3134,0,249101,0,0,3129,0
1619351,252606,3177,0,252597,0,0,3172,0
1633950,254204,3183,0,254195,0,0,3178,0
1656487,257700,3225,0,257691,0,0,3220,0
1671086,259298,3231,0,259289,0,0,3226,0
1693623,262794,3274,0,262785,0,0,3269,0
1708222,264392,3280,0,264383,0,0,3275,0
1730759,267888,3320,0,267879,0,0,3315,0
1745358,269486,3326,0,269477,0,0,3321,0
1767895,272982,3367,0,272973,0,0,3362,0
1782494,274580,3373,0,274571,0,0,3368,0
1805031,278076,3415,0,278067,0,0,3410,0
1819630,279674,3421,0,279665,0,0,3416,0
1842167,283170,3463,0,283161,0,0,3458,0
1856766,284768,3469,0,284759,0,0,3464,0
1879303,288264,3510,0,288255,0,0,3505,0
1895126,290035,3525,0,290026,0,0,3520,0
1917663,293531,3571,0,293522,0,0,3566,0
1938999,296397,3679,0,296388,0,0,3674,0
1961536,299893,3723,0,299884,0,0,3718,0
1977219,301644,3737,0,301635,0,0,3732,0
1999756,305140,3780,0,305131,0,0,3775,0
2020252,307875,3829,0,307866,0,0,3825,0
2042789,311371,3876,0,311362,0,0,3872,0
2058493,313125,3889,0,313116,0,0,3885,0
2081030,316621,3931,0,316612,0,0,3926,0
2101547,319359,3954,0,319350,0,0,3950,0
