0,0,522,4656,359,313,0,103730
0,0,256,4436,274,254,0,71113
0,0,258,4436,261,254,0,69916
0,0,254,4441,267,258,0,116804
15876,0,0,4436,267,254,254,70897
15876,0,0,4436,259,254,254,70622
15876,0,0,4436,259,254,254,70087
15876,0,0,4436,260,254,254,70597
15876,0,0,4436,259,254,254,70757
15876,0,0,4436,259,254,254,70918
15876,0,0,4436,259,254,254,113709
15876,615,0,0,267,254,254,71023
15876,335,0,0,261,254,254,70742
15876,264,0,0,259,254,254,70347
15876,255,0,0,259,254,254,70511
15876,254,0,0,259,254,254,70982
15876,254,0,0,259,254,254,71308
15876,259,0,0,259,254,254,70833
15876,543,254,0,0,255,254,70832
15876,354,254,0,0,254,254,71519
15876,264,254,0,0,254,254,69932
15876,256,254,0,0,254,254,70673
15876,254,254,0,0,257,255,97511
15876,874,254,0,0,257,254,73281
15876,325,255,11,0,254,254,112442
15876,649,255,4436,0,0,254,72100
15876,316,254,4436,0,0,254,72099
15876,266,254,4436,0,0,254,72164
15876,254,254,4436,0,0,254,72360
15876,254,254,4436,0,0,254,72670
15876,254,254,4436,0,0,254,73431
15876,254,254,4436,5,0,254,109563
15876,584,254,4436,269,0,0,71959
15876,300,254,4436,261,0,0,73421
15876,271,254,4436,261,0,0,72079
15876,255,254,4436,261,0,0,71113
15876,254,254,4436,261,0,0,71594
15876,256,254,4436,260,0,0,71734
15876,254,254,4436,260,0,0,104781
0,523,254,4436,267,0,0,72149
0,277,259,4436,260,0,0,71423
0,257,254,4436,260,0,0,72640
0,255,254,4436,260,0,0,71213
0,254,254,4436,260,0,0,71948
0,254,254,4436,261,0,0,72270
0,254,254,4436,261,0,0,70892
0,0,254,4436,268,254,0,72600
0,0,254,4436,260,254,0,72214
0,0,254,4436,260,254,0,72214
0,0,254,4436,260,254,0,72605
0,0,254,4436,260,254,0,72525
0,0,254,4436,260,254,0,72264
0,0,254,4436,260,254,0,72159
15876,0,0,4436,264,254,254,71413
15876,0,0,4436,259,254,254,72229
15876,0,0,4436,259,254,254,72615
15876,0,0,4436,258,254,254,72394
15876,0,0,4436,259,254,254,72309
15876,0,0,4436,259,254,254,72765
15876,0,0,4436,258,254,254,72755
17790,521,0,0,269,256,254,37077
17570,983,0,0,267,255,254,37338
17603,767,0,0,266,254,254,36679
18362,738,0,0,267,255,254,38165
17867,699,0,0,266,255,254,37428
17647,692,0,0,266,254,254,37021
17581,713,0,0,267,254,254,37671
17559,667,0,0,268,255,254,37071
17625,848,254,0,0,254,254,36837
18362,725,254,0,0,254,254,37299
17757,674,254,0,0,254,254,36451
17493,659,254,0,0,255,254,36643
17460,636,254,0,0,255,254,36465
17614,644,254,0,0,255,254,36996
17449,635,254,0,0,254,254,36756
18362,774,254,5339,0,0,254,36346
17647,723,254,5079,0,0,254,36266
17460,658,254,5011,0,0,254,36346
17603,636,254,5063,0,0,254,36443
18362,613,254,5339,0,0,254,36192
17801,620,254,5135,0,0,254,36469
17471,624,254,5015,0,0,254,36621
17427,674,254,4999,0,0,254,36411
17603,757,254,5063,267,0,0,36290
17647,677,254,5079,267,0,0,36164
17515,656,254,5031,267,0,0,36162
17559,636,254,5047,264,0,0,36409
17449,615,254,5007,265,0,0,36355
17570,617,254,5051,264,0,0,36336
18362,599,254,5339,263,0,0,35868
17845,625,254,5157,270,0,0,55598
0,750,254,5007,266,0,0,36480
0,623,254,5007,264,0,0,36465
0,620,254,5047,264,0,0,36364
0,599,254,5059,264,0,0,36870
0,607,254,5011,263,0,0,37090
0,631,258,5079,265,0,0,40955
0,701,255,5055,264,0,0,36576
0,78,254,5069,279,223,0,51829
0,0,254,5283,264,256,0,35783
