43224629,3487,1491,12114778,34163,298,2,13397323
39530717,6436,1009,13197688,37796,171,89,9261560
42169893,773,245,12967034,35217,80,0,8364130
47557927,5681,436,10294313,35218,394,7,8630027
46504383,3403,78,11776800,27520,13,2,8451021
43236347,5294,381,13261507,35714,319,1,8590347
40705559,12051,444,12734522,42483,1246,28,9641878
48078997,11803,1113,9624865,32710,523,29,9281562
45569044,5953,717,13529684,34007,650,4,8644636
36476833,1228,295,12972860,35539,215,2,8406664
44510568,6571,143,12422041,37468,62,10,8710420
46501883,2943,369,10220138,31551,224,2,8418709
46716462,4743,711,12408869,30415,329,8,8678617
37181464,7779,1183,13417598,39537,636,29,8903565
41432720,5835,839,13161771,37278,711,19,8776244
46506529,5961,910,10219552,32925,609,26,8636558
48018856,11750,656,12508348,32491,251,13,9084916
37372111,3557,941,12986458,36847,59,3,8681243
45134556,5795,579,12111052,40858,1303,20,9089060
46703843,1771,707,10144200,29918,78,4,8415094
44560697,14056,988,13664103,35001,791,20,9257313
36530092,940,580,12991113,35903,343,1,8511848
47172607,8086,689,11433657,39112,323,13,8942011
46510726,4658,789,10839051,29001,468,14,8547930
46350022,3678,855,13337699,34711,998,11,8829092
35761531,5433,692,13056793,36665,114,1,8547019
44446903,8563,854,12206863,38183,510,27,8913232
46513103,2123,659,10214534,30214,496,12,8566681
49448278,6451,943,12981950,34209,334,2,8859406
35218029,4516,699,13121108,35920,155,3,8538415
43738078,6658,824,12741117,38607,1036,22,8858547
48561434,13064,1007,9965202,31512,363,23,9265247
45528625,2128,606,12985591,33721,50,1,8402484
35286886,4973,319,13349754,37745,756,1,8664050
45439811,956,83,12560078,35612,108,0,8384945
46577549,12571,370,10074907,32517,866,22,8928254
47793918,7560,1021,12970103,32799,38,5,8667697
36349971,3912,687,12980922,38108,503,2,8706647
43148756,817,54,12971916,34999,29,0,8336350
46854882,5102,262,10119561,33756,850,11,8697484
46568496,1052,75,12146451,27308,18,0,8380905
42033368,8201,428,13286109,37663,430,4,8724335
37022381,864,55,12972438,35138,21,0,8350038
47483640,5111,267,11629550,37792,518,10,8658215
46502648,1497,28,10372976,29215,21,0,8376172
46583536,6057,329,13141314,31706,336,4,8657345
38151376,2989,46,12993603,36211,118,0,8525763
41657333,3325,292,12969688,36030,171,0,8507267
46852613,4620,87,10486423,34776,477,6,8547630
47454923,1204,465,11685561,27726,354,6,8475495
43855878,4866,72,12968063,35578,3,0,8522523
35587498,3415,328,13245826,35688,314,1,8503332
46545080,951,4,12081542,36982,498,1,8561758
46777091,3679,244,9899560,31128,97,2,8502186
46502555,4909,151,13206290,30171,369,2,8528340
39259270,1394,229,12998426,35876,315,3,8487440
40357309,4112,79,12982555,36667,53,2,8537889
49324645,6930,407,10230625,35673,613,16,8896236
46592004,3242,408,12056566,28182,449,5,8529331
43819075,3611,265,12995272,35872,39,0,8509220
35721040,4839,201,13010571,36748,227,14,8630790
46587665,3476,205,11910053,36138,345,1,8504258
47821944,1594,66,10283971,29935,391,1,8565892
46581647,3693,194,12983109,31421,16,0,8497563
37103536,5186,196,13348729,36357,478,1,8549312
42472840,2272,132,12968200,36731,393,1,8579297
46587758,7277,221,10093564,34470,337,12,8651861
46563799,3301,287,12301763,27838,274,5,8516254
42477447,3943,530,12983516,37015,337,0,8602907
36812443,890,159,12973000,34990,23,0,8350791
46518844,3715,227,12042690,35897,386,5,8495711
46500056,1062,149,10238074,30176,29,0,8337105
47165943,10427,436,12733958,32457,22,6,8938410
37893062,1414,851,12972727,35696,38,0,8406239
43205753,6300,569,12659081,40816,1203,19,9080115
46506431,1479,708,10234762,31308,69,2,8352892
46548511,12794,945,13139944,32380,862,20,9120477
37521988,2821,587,13033744,36556,317,2,8583441
44551004,8826,730,12033399,40269,539,14,9093957
46621357,4747,739,10310966,30278,543,8,8586894
47579010,7423,986,13378510,34833,1052,20,9073854
35771859,4673,603,12968422,37684,351,0,8715732
45879178,9082,804,11806211,38237,572,30,8929764
46515161,1320,574,10615799,29344,409,6,8506314
48115760,7093,939,12975786,35306,382,9,8897607
35095676,5144,693,13231955,36190,300,2,8569444
45287687,6337,797,12248504,38830,1045,27,8852413
47922675,3548,478,10310706,29945,215,7,8567875
46647965,8391,1069,12967139,33905,27,12,8861665
35216167,5588,689,13367850,38029,692,5,8718180
45557496,1203,131,12441967,35339,49,1,8402436
46553923,7781,212,9828997,32561,367,2,8681264
46507892,1745,163,12956749,29411,75,0,8372014
40203301,3703,260,12975207,37550,498,0,8671479
39348045,1792,53,13097604,35287,143,2,8418030
47042448,4955,216,11070370,36247,760,2,8672123
46563666,1124,103,11202226,27377,17,0,8373965
45918832,7630,297,13237293,34705,314,2,8668926
36662441,990,62,12979260,34919,23,1,8341868
44046046,4070,249,12650096,38038,485,8,8684011
